"date","daten","pack","indiv","sex","agecategory","status","stend","code","exact","lseen","cause","litter"
2004-08-23,38222,"2","TM100","M","AD","","START","FSEEN","N","","",""
2015-08-05,42221,"4B","FF209","F","AD","MULTI","","FPREG","Y","","","F1504"
2015-12-07,42345,"2","TF322","F","AD","MULTI","","BIRTH","Y","","","T1505"
2018-01-30,43130,"1H","HF285","F","AD","MULTI","","ABORT","N","","","H1801"
2018-01-30,43130,"1H","","","","","","SOES","Y","","","ESH1801"
2017-03-02,42796,"28","28F007","F","AD","","START","FSEEN","Y","","",""
2017-03-02,42796,"28","28M008","M","AD","","START","FSEEN","Y","","",""
2017-03-02,42796,"28","28F009","F","AD","","START","FSEEN","Y","","",""
2017-03-02,42796,"28","28M010","M","AD","","START","FSEEN","Y","","",""
2010-09-30,40451,"1H","HF120","F","AD","MULTI","","FPREG","Y","","","H1004"
2010-09-30,40451,"1H","HF164","F","AD","MULTI","","FPREG","Y","","","H1004"
2016-09-01,42614,"24","24P018","P","PUP","DEP","END","ADIED","N","31/08/2016","APRED","241603"
2018-09-25,43368,"26","26F029","F","PUP","DEP","START","BORN","Y","","","261804"
2018-09-25,43368,"26","26F030","F","PUP","DEP","START","BORN","Y","","","261804"
2015-08-22,42238,"17","SF017","F","AD","MULTI","END","ADIED","N","20/08/2015","APRED",""
2016-03-01,42430,"24","VF140","F","AD","MULTI","","FPREG","Y","","","241601"
2015-08-17,42233,"7A","G1503","","","","","EMERGE","Y","","","G1503"
2015-04-14,42108,"7A","GF093","F","AD","MULTI","","FPREG","Y","","","G1502"
2015-04-02,42096,"21","VF142","F","AD","","STOP","EM","N","24/03/2015","",""
2014-05-17,41776,"1H","HF182","F","AD","MULTI","","FPREG","Y","","","H1402"
2012-11-20,41233,"7A","GF093","F","AD","MULTI","","FPREG","Y","","","G1203"
2012-11-20,41233,"7A","GF096","F","AD","MULTI","","FPREG","Y","","","G1203"
2012-11-20,41233,"7A","GF103","F","AD","PRIMIP","","FPREG","Y","","","G1203"
2012-12-01,41244,"7A","GF092","F","AD","MULTI","","BIRTH","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GF093","F","AD","MULTI","","BIRTH","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GF096","F","AD","MULTI","","BIRTH","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GF103","F","AD","PRIMIP","","BIRTH","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","G1203","","","","","BORN","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GM110","M","PUP","DEP","START","BORN","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GM111","M","PUP","DEP","START","BORN","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GM112","M","PUP","DEP","START","BORN","N","29/11/2012","","G1203"
2012-12-01,41244,"7A","GF113","F","PUP","DEP","START","BORN","N","29/11/2012","","G1203"
2016-05-31,42521,"1H","HP331","P","PUP","DEP","END","ADIED","N","21/05/2016","APRED","H1602"
2013-03-01,41334,"2","TM314","M","SUB","","END","ADIED","N","28/03/2013","APRED","T1202"
2013-03-04,41337,"11","","","","","","SOES","Y","","","ESD1301"
2013-03-06,41339,"11","","","","","","EOES","Y","","","ESD1301"
2013-03-07,41340,"17","SM020","M","","","","RETURN","N","01/03/2013","",""
2013-03-08,41341,"1B","B1302","","","","","EMERGE","Y","","","B1302"
2008-10-10,39731,"17","SM005","M","PUP","DEP","","1STFO","Y","","","S0804"
2018-03-21,43180,"1B","BM841","M","PUP","DEP","START","BORN","Y","","","B1802"
2018-04-07,43197,"1B","BP834","P","PUP","DEP","END","ADIED","N","31/03/2018","APRED","B1802"
2018-04-06,43196,"1B","BM436","M","AD","","END","ADIED","N","05/04/2018","APRED","B0902A"
2018-04-07,43197,"1B","BF535","F","AD","","END","ADIED","N","06/04/2018","APRED","B1103"
2018-09-28,43371,"26","26M028","M","PUP","DEP","END","ADIED","N","26/09/2018","APRED","261803"
2018-09-25,43368,"26","TF381","F","AD","MULTI","","BIRTH","Y","","","261804"
2018-09-25,43368,"26","261804","","","","","BORN","Y","","","261804"
2018-10-02,43375,"1H","HF346","F","AD","MULTI","","FPREG","Y","","","H1805"
2018-10-02,43375,"1H","HF285","F","AD","MULTI","","FPREG","Y","","","H1805"
2018-10-08,43381,"1H","HF338","F","AD","MULTI","","FPREG","Y","","","H1805"
2018-10-08,43381,"1H","HF344","F","AD","MULTI","","FPREG","Y","","","H1805"
2018-10-08,43381,"1H","HF347","F","AD","MULTI","","FPREG","Y","","","H1805"
2015-05-19,42143,"7A","GF145","F","PUP","DEP","START","BORN","Y","","","G1502"
2014-07-10,41830,"2","TF322","F","AD","MULTI","","FPREG","Y","","","T1404"
2014-10-15,41927,"4B","FM178","M","AD","","END","ADIED","N","13/10/2014","APRED",""
2015-07-22,42207,"1B","BP700","P","","","START","BORN","Y","","","B1503"
2014-10-14,41926,"21","VF142","F","AD","MULTI","","BIRTH","Y","","","V1402"
2015-08-20,42236,"17","SP053","P","PUP","DEP","END","ADIED","N","17/08/2015","APRED","S1502"
2016-05-16,42506,"1H","HP322","P","PUP","DEP","START","BORN","N","14/05/2016","","H1602"
2015-11-04,42312,"1HA","HF260","F","AD","","END","LSEEN","Y","","","H1303"
2014-09-17,41899,"1H","HF182","F","AD","MULTI","","FPREG","Y","","","H1404"
2015-08-18,42234,"1B","BP698","P","PUP","DEP","END","ADIED","N","17/08/2015","APRED","B1503"
2014-05-07,41766,"17","17","","","","","IGI","Y","","11",""
2015-05-12,42136,"2","TM431","M","PUP","DEP","START","BORN","Y","","","T1502"
2018-09-13,43356,"7A","GM200","M","PUP","DEP","START","BORN","Y","","","G1804"
2018-10-17,43390,"7A","GP199","P","PUP","DEP","END","ADIED","N","16/10/2018","APRED","G1804"
2013-09-12,41529,"1H","HF242","F","AD","MULTI","","FPREG","Y","","","H1304"
2013-09-12,41529,"1H","HF240","F","AD","MULTI","","FPREG","Y","","","H1304"
2013-09-14,41531,"1H","HF125","F","AD","MULTI","","FPREG","Y","","","H1304"
2013-09-14,41531,"1H","HF182","F","AD","MULTI","","FPREG","Y","","","H1304"
2013-09-28,41545,"1H","1H","","","","","IGI","Y","","11",""
2013-09-28,41545,"11","11","","","","","IGI","Y","","1H",""
2013-10-05,41552,"1H","HF220","F","AD","MULTI","","BIRTH","Y","","","H1304"
2013-10-05,41552,"1H","HF182","F","AD","MULTI","","BIRTH","Y","","","H1304"
2013-10-05,41552,"1H","HF242","F","AD","MULTI","","BIRTH","Y","","","H1304"
2013-10-05,41552,"1H","HF240","F","AD","MULTI","","BIRTH","Y","","","H1304"
2013-10-05,41552,"1H","H1304","","","","","BORN","Y","","","H1304"
2018-07-20,43301,"26","261803","","","","","BORN","Y","","","261803"
2018-07-23,43304,"19","XF036","F","AD","","END","ADIED","N","21/07/2018","APRED","X1501"
2018-07-23,43304,"19","XM082","M","PUP","DEP","END","ADIED","N","21/07/2018","APRED","X1801"
2018-07-26,43307,"19","XF026","F","AD","MULTI","","BIRTH","Y","","","X1802"
2018-08-01,43313,"19","","","","","","SOES","Y","","","ESX1802"
2018-08-06,43318,"19","","","","","","EOES","N","04/08/2018","","ESX1802"
2018-07-05,43286,"27","271802","","","","","BORN","N","01/07/2018","","271802"
2018-08-28,43340,"1B","BF660","F","AD","MULTI","","FPREG","Y","","","B1805"
2014-12-28,42001,"21","21","","","","","FGRP","Y","","",""
2002-04-29,37375,"1K","CFUK2","M","AD","","END","LSEEN","N","","",""
2012-07-25,41115,"17","SF025","F","AD","MULTI","","ABORT","Y","","","S1204"
2012-07-14,41104,"15","VM134","M","PUP","DEP","END","ADIED","N","10/07/2012","APRED","V1202"
2012-07-06,41096,"14A","YP099","P","PUP","DEP","END","ADIED","N","26/06/2012","APRED","Y1202"
2012-07-09,41099,"14A","YP100","P","PUP","DEP","END","ADIED","N","06/07/2012","APRED","Y1202"
2012-07-12,41102,"14A","YF011","F","AD","MULTI","","FPREG","Y","","","Y1203"
2016-07-12,42563,"1B","BF768","F","PUP","DEP","END","DIED","Y","","INCIDE","B1603"
2016-05-31,42521,"1H","HP324","P","PUP","DEP","END","ADIED","N","21/05/2016","APRED","H1602"
2018-05-02,43222,"24","24P036","P","PUP","DEP","START","BORN","N","28/04/2018","","241802"
2011-09-02,40788,"4B","4B","","","","","IGI","Y","","1H",""
2011-09-02,40788,"1H","1H","","","","","IGI","Y","","4B",""
2011-09-06,40792,"14A","YF013","F","AD","MULTI","","FPREG","Y","","","Y1104"
2011-09-22,40808,"14A","YF069","F","AD","","END","ADIED","N","13/09/2011","UNK","Y0902"
2011-09-26,40812,"14A","YF087","F","AD","MULTI","","FPREG","Y","","","Y1104"
2011-10-03,40819,"14A","YF011","F","AD","MULTI","","FPREG","Y","","","Y1104"
2011-09-12,40798,"15","V1104","","","","","1STMO","N","08/09/2011","UNK","V1104"
2011-09-16,40802,"15","V1104","","","","","EMERGE","Y","","","V1104"
2011-10-10,40826,"14A","YF070","F","AD","","END","ADIED","N","07/10/2011","APRED","Y0902"
2012-02-17,40956,"15","VF033","F","AD","MULTI","","BIRTH","N","13/02/2012","","V1201"
2012-02-17,40956,"15","V1201","","","","","BORN","N","13/02/2012","","V1201"
2017-10-03,43011,"27","27F036","F","PUP","DEP","START","FSEEN","N","","",""
2017-10-03,43011,"27","27F035","F","PUP","DEP","START","FSEEN","N","","",""
2017-12-04,43073,"19","XF042","F","AD","MULTI","","BIRTH","N","02/12/2017","","X1705"
2016-03-09,42438,"7AA","GF149","F","SUB","","RESTART","IMM","Y","","EVICTION","G1502"
2016-03-09,42438,"7AA","GF149","F","SUB","","END","LSEEN","Y","","EVICTION","G1502"
2016-03-09,42438,"7AA","GF145","F","SUB","","RESTART","IMM","Y","","EVICTION","G1502"
2016-03-09,42438,"7AA","GF145","F","SUB","","END","LSEEN","Y","","EVICTION","G1502"
2016-03-09,42438,"7AA","GF100","F","AD","","RESTART","IMM","Y","","EVICTION","G1103"
2017-11-02,43041,"1H","HF311","F","AD","MULTI","","FPREG","Y","","","H1704"
2017-11-02,43041,"1H","HF338","F","AD","MULTI","","FPREG","Y","","","H1704"
2012-07-31,41121,"4E","FF165","F","AD","MULTI","","BIRTH","N","13/07/2012","","M1201"
2017-04-07,42832,"19","XP053","P","PUP","DEP","START","BORN","Y","","","X1702"
2017-04-07,42832,"19","XP054","P","PUP","DEP","START","BORN","Y","","","X1702"
2017-04-07,42832,"19","XP055","P","PUP","DEP","START","BORN","Y","","","X1702"
2017-04-07,42832,"19","XF056","F","PUP","DEP","START","BORN","Y","","","X1702"
2017-04-07,42832,"19","XF057","F","PUP","DEP","START","BORN","Y","","","X1702"
2017-07-06,42922,"30","HF303","F","AD","","END","ADIED","N","","","H1501"
2017-06-13,42899,"24","24M014","M","AD","","STOP","EM","N","10/06/2017","","241601"
2017-06-22,42908,"24","24M015","M","SUB","","END","ADIED","N","","APRED","241603"
2010-03-03,40240,"2","TM183","M","AD","","STOP","EM","N","","",""
2010-12-09,40521,"1B","BM500","M","PUP","DEP","START","BORN","Y","","","B1006"
2010-12-09,40521,"1B","BF501","F","PUP","DEP","START","BORN","Y","","","B1006"
2004-07-21,38189,"2","TM111","M","AD","","START","FSEEN","N","","",""
2004-07-21,38189,"2","TM125","M","AD","","START","FSEEN","N","","",""
2015-07-26,42211,"2","T1503","","","","","BORN","Y","","","T1503"
2015-12-16,42354,"7A","GF096","F","AD","MULTI","","BIRTH","Y","","","G1505"
2015-05-12,42136,"2","TF319","F","AD","MULTI","","BIRTH","Y","","","T1502"
2008-11-14,39766,"2","TM236","M","PUP","DEP","","EMERGE","Y","","","T0804"
2013-11-25,41603,"21","VF139","F","AD","PRIMIP","","FPREG","Y","","","V1303"
2013-11-25,41603,"21","VF140","F","","MULTI","","FPREG","Y","","","V1303"
2013-11-25,41603,"21","VF142","F","","MULTI","","FPREG","Y","","","V1303"
2013-11-25,41603,"21","VF143","F","","PRIMIP","","FPREG","Y","","","V1303"
2013-11-26,41604,"21","VP144","P","PUP","DEP","END","ADIED","N","25/11/2013","APRED","V1302"
2013-11-26,41604,"21","VP145","P","PUP","DEP","END","ADIED","N","25/11/2013","APRED","V1302"
2013-09-25,41542,"4B","FP201","P","PUP","DEP","START","BORN","N","21/09/2013","","F1304"
2013-09-25,41542,"4B","FF202","F","PUP","DEP","START","BORN","N","21/09/2013","","F1304"
2013-09-25,41542,"4B","FP203","P","PUP","DEP","START","BORN","N","21/09/2013","","F1304"
2013-11-06,41584,"4B","F1304","","","","","1STFO","Y","","","F1304"
2013-11-06,41584,"4B","FP203","P","PUP","DEP","END","ADIED","N","25/10/2013","APRED","F1304"
2013-11-13,41591,"4B","FP201","P","PUP","DEP","END","ADIED","N","12/11/2013","APRED","F1304"
2004-07-21,38189,"2","TF108","F","AD","","START","FSEEN","N","","",""
2009-07-23,40017,"7A","GF022","F","AD","MULTI","","BIRTH","Y","","","G0903"
2017-02-02,42768,"1B","BF797","F","PUP","DEP","START","BORN","Y","","","B1701"
2017-02-02,42768,"1B","BM798","M","PUP","DEP","START","BORN","Y","","","B1701"
2017-03-22,42816,"19","XF035","F","AD","MULTI","","ABORT","N","20/03/2017","UNK","X1702"
2017-04-07,42832,"19","XF036","F","AD","MULTI","","BIRTH","Y","","","X1702"
2017-04-07,42832,"19","XF031","F","AD","MULTI","","BIRTH","Y","","","X1702"
2017-04-07,42832,"19","XF026","F","AD","MULTI","","BIRTH","Y","","","X1702"
2017-04-07,42832,"19","XF004","F","AD","MULTI","","BIRTH","Y","","","X1702"
2017-04-07,42832,"19","XF042","F","AD","MULTI","","BIRTH","Y","","","X1702"
2017-04-07,42832,"19","X1702","","","","","BORN","Y","","","X1702"
2017-04-03,42828,"7A","G1702","","","","","BORN","N","28/03/2017","","G1702"
2016-04-18,42478,"2","TF374","F","AD","MULTI","","BIRTH","N","16/04/2016","","T1602"
2016-05-03,42493,"2","TM307","M","AD","MULTI","END","DIED","Y","","SICK","T1202"
2017-08-24,42971,"1B","BP831","P","PUP","DEP","START","BORN","Y","","","B1704"
2017-08-24,42971,"1B","BP832","P","PUP","DEP","START","BORN","Y","","","B1704"
2017-08-24,42971,"1B","BP833","P","PUP","DEP","START","BORN","Y","","","B1704"
2017-08-23,42970,"26","26P003","P","PUP","DEP","START","BORN","Y","","","261705"
2017-08-04,42951,"24","24M025","M","PUP","DEP","START","BORN","N","02/08/2017","","241704"
2017-09-11,42989,"24","24P023","P","PUP","DEP","END","ADIED","N","29/08/2017","APRED","241704"
2017-09-13,42991,"26","26P004","P","PUP","DEP","END","ADIED","N","","APRED","261705"
2017-08-04,42951,"24","","","","","","BORN","N","02/08/2017","","241704"
2017-08-05,42952,"7A","","","","","","IGI","","","30",""
2017-08-24,42971,"1B","BF671","F","AD","MULTI","","BIRTH","Y","","","B1704"
2017-08-24,42971,"1B","BF535","F","AD","MULTI","","BIRTH","Y","","","B1704"
2017-08-24,42971,"1B","BF627","F","AD","MULTI","","BIRTH","Y","","","B1704"
2017-08-24,42971,"1B","BF696","F","AD","MULTI","","BIRTH","Y","","","B1704"
2017-08-24,42971,"1B","B1704","","","","","BORN","Y","","","B1704"
2017-08-26,42973,"1B","","","","","","SOES","Y","","","ESB1704"
2017-09-04,42982,"1B","","","","","","EOES","Y","","","ESB1704"
2017-08-24,42971,"1B","BP828","P","PUP","DEP","START","BORN","Y","","","B1704"
2017-08-24,42971,"1B","BP829","P","PUP","DEP","START","BORN","Y","","","B1704"
2011-04-11,40644,"11","ESD1102","","","","","EOES","N","08/04/2011","","ESD1102"
2011-03-30,40632,"11","DF055","F","AD","MULTI","","FPREG","Y","","","D1103"
2014-11-03,41946,"1H","H1404","","","","","EMERGE","Y","","","H1404"
2014-05-01,41760,"2","TF249","F","AD","MULTI","","FPREG","Y","","","T1403"
2016-03-05,42434,"7A","GM140","M","AD","","","STEV","Y","","",""
2014-04-03,41732,"7A","GF096","F","","MULTI","","ABORT","Y","","","G1403"
2015-04-07,42101,"2","T1501","","","","","1STFO","N","02/04/2015","","T1501"
2015-10-21,42298,"1H","HF294","F","AD","","","STEV","Y","","HF178, HF182",""
2014-06-10,41800,"1B","BM646","M","PUP","DEP","START","BORN","N","07/06/2014","","B1403"
2017-03-07,42801,"1B","BF627","F","AD","MULTI","","FPREG","Y","","","B1702"
2017-03-07,42801,"1B","BF660","F","AD","MULTI","","FPREG","Y","","","B1702"
2017-02-13,42779,"26","TF285","F","AD","MULTI","","FPREG","Y","","","261701"
2017-02-13,42779,"26","TF299","F","AD","MULTI","","FPREG","Y","","","261701"
2017-02-08,42774,"26","TF381","F","AD","MULTI","","FPREG","Y","","","261701"
2017-02-08,42774,"26","TF470","F","AD","PRIMIP","","FPREG","Y","","","261701"
2017-02-21,42787,"26","TF285","F","AD","MULTI","","ABORT","N","18/02/2017","UNK","261701"
2012-07-31,41121,"4E","FF190","F","AD","PRIMIP","","BIRTH","N","13/07/2012","","M1201"
2012-07-31,41121,"4E","FF187","F","AD","PRIMIP","","BIRTH","N","13/07/2012","","M1201"
2012-06-30,41090,"17","S1203","","","","","LOST","N","29/06/2012","","S1203"
2012-07-20,41110,"17","SF025","F","AD","MULTI","","FPREG","Y","","","S1204"
2012-06-29,41089,"17","","","","","","SOES","N","16/06/2012","","ESS1203"
2012-06-30,41090,"17","","","","","","EOES","Y","","","ESS1203"
2012-07-24,41114,"17","SF019","F","AD","MULTI","","FPREG","Y","","","S1204"
2012-07-24,41114,"17","SF017","F","AD","MULTI","","FPREG","Y","","","S1204"
2012-07-24,41114,"17","SF024","F","AD","MULTI","","FPREG","Y","","","S1204"
2012-07-25,41115,"17","SF019","F","AD","MULTI","","ABORT","Y","","","S1204"
2012-07-25,41115,"17","SF017","F","AD","MULTI","","ABORT","Y","","","S1204"
2012-07-25,41115,"17","SF024","F","AD","MULTI","","ABORT","Y","","","S1204"
2012-01-28,40936,"18","U1201","","","","","LOST","N","26/01/2012","","U1201"
2012-03-07,40975,"1B","BP552","P","PUP","DEP","END","DIED","Y","","KILLED","B1201"
2012-03-07,40975,"1B","BP553","P","PUP","DEP","END","DIED","Y","","KILLED","B1201"
2012-03-12,40980,"1B","B1201","","","","","1STFO","Y","","","B1201"
2012-03-14,40982,"1B","BF554","F","PUP","DEP","END","DIED","Y","","KILLED","B1201"
2012-03-14,40982,"1B","BF555","F","PUP","DEP","END","DIED","Y","","KILLED","B1201"
2017-10-23,43031,"1H","HF248","F","AD","MULTI","END","ADIED","N","19/10/2017","APRED","H1203"
2017-10-26,43034,"7A","","","","","","SOES","Y","","","ESG1706"
2017-10-27,43035,"1B","BF627","F","AD","MULTI","","ABORT","Y","","UNK","B1705"
2017-10-30,43038,"26","261706","","","","","BORN","N","27/10/2017","","261706"
2017-10-30,43038,"26","TF470","F","AD","MULTI","","BIRTH","N","27/10/2017","","261706"
2017-10-30,43038,"1B","BF696","F","AD","MULTI","","BIRTH","Y","","","B1705"
2017-10-30,43038,"1B","BF660","F","AD","MULTI","","BIRTH","Y","","","B1705"
2017-10-30,43038,"1B","B1705","","","","","BORN","Y","","","B1705"
2017-10-30,43038,"1B","BF695","F","AD","MULTI","","BIRTH","Y","","","B1705"
2017-10-30,43038,"1B","BF674","F","AD","MULTI","","BIRTH","Y","","","B1705"
2017-10-31,43039,"7A","","","","","","EOES","N","28/10/2017","","ESG1706"
2017-10-31,43039,"1B","BF535","F","AD","MULTI","","BIRTH","Y","","","B1705"
2017-10-31,43039,"1B","BF671","F","AD","MULTI","","BIRTH","Y","","","B1705"
2017-11-03,43042,"7A","G1705","","","","","LOST","N","31/10/2017","UNK","G1705"
2016-07-21,42572,"11","DF200","F","AD","","","SOES","Y","","","ESD1602"
2010-03-02,40239,"14B","YM038","M","","","RESTART","IMM","N","","",""
2015-10-29,42306,"2","TM388","M","AD","","END","ADIED","N","28/10/2015","","T1405"
2015-01-30,42034,"1B","BF627","F","AD","MULTI","","FPREG","Y","","","B1501"
2010-01-07,40185,"7A","GF075","F","PUP","DEP","START","BORN","Y","","","G1001"
2010-01-07,40185,"7A","GF076","F","PUP","DEP","START","BORN","Y","","","G1001"
2010-02-04,40213,"7A","G1001","","","","","EMERGE","Y","","","G1001"
2010-02-08,40217,"7A","G1001","","","","","1STFO","Y","","","G1001"
2010-02-08,40217,"18","18","","","","","FGRP","","","",""
2011-04-21,40654,"2","2","","","","","IGI","Y","","1B",""
2013-08-23,41509,"2","TF319","F","AD","PRIMIP","","FPREG","Y","","","T1305"
2016-01-05,42374,"19","XP041","P","PUP","DEP","START","BORN","N","","","X1504"
2015-10-03,42280,"17","SF034","F","AD","MULTI","","FPREG","N","","","S1504"
2014-12-16,41989,"4B","F1405","","","","","BORN","N","13/12/2014","","F1405"
2015-03-13,42076,"7A","GF096","F","AD","MULTI","","BIRTH","Y","","","G1501"
2015-06-25,42180,"1B","BF691","F","PUP","DEP","END","ADIED","N","","","B1502"
2014-12-31,42004,"7A","G1407","","","","","BORN","Y","","","G1407"
2015-03-17,42080,"11","DF200","F","AD","MULTI","","FPREG","Y","","","D1502"
2014-04-05,41734,"1B","BM626","M","SUB","","END","DIED","Y","","KILLED","B1304"
2016-02-12,42412,"7A","GF096","F","AD","MULTI","","FPREG","Y","","","G1601"
2015-10-03,42280,"7A","GM157","M","PUP","DEP","START","BORN","Y","","","G1504"
2014-10-13,41925,"19","XF015","F","AD","MULTI","","BIRTH","N","03/10/2014","","X1403"
2016-03-14,42443,"7A","GF092","F","AD","MULTI","","BIRTH","Y","","","G1601"
2014-08-27,41878,"1H","HF220","F","AD","","END","ADIED","N","25/08/2014","APRED","H1004"
1997-06-15,35596,"3","","","","","","ENDGRP","N","","",""
2014-12-16,41989,"2","TP414","P","PUP","DEP","START","BORN","Y","","","T1406"
2015-03-03,42066,"2","TP421","P","PUP","DEP","END","DIED","Y","","ICIDE","T1501"
2015-05-12,42136,"2","TM428","M","PUP","DEP","START","BORN","Y","","","T1502"
2014-06-18,41808,"4B","FF208","F","AD","PRIMIP","","BIRTH","N","14/06/2014","","F1403"
2018-02-05,43136,"19","XM006","M","AD","","","ENDEV","N","30/01/2018","",""
2015-12-12,42350,"1B","BF660","F","AD","MULTI","","BIRTH","Y","","","B1505"
2016-01-08,42377,"2","TP461","P","PUP","DEP","END","ADIED","N","","APRED","T1505"
2016-03-04,42433,"1B","","","","","","SOES","Y","","","ESB1601"
2014-01-30,41669,"14A","YF097","F","","","END","LSEEN","N","","",""
2014-05-28,41787,"2","","","","","","SOES","Y","","","EST1403"
2014-11-06,41949,"1H","","","","","","IGI","Y","","1B",""
2014-05-13,41772,"1H","HM278","M","PUP","DEP","END","ADIED","N","10/05/2014","APRED","H1401"
2015-07-22,42207,"1B","BF535","F","AD","MULTI","","BIRTH","Y","","","B1503"
2016-03-30,42459,"1B","BP742","P","PUP","DEP","END","ADIED","N","22/03/2016","APRED","B1601"
2012-02-25,40964,"1H","HF239","F","PUP","DEP","END","DIED","Y","","KILLED","H1201"
2012-02-27,40966,"1H","HF237","F","PUP","DEP","END","DIED","Y","","KILLED","H1201"
2012-07-17,41107,"2","TF296","F","PUP","DEP","END","ADIED","N","","UNK","T1202"
2012-07-17,41107,"2","TM306","M","PUP","DEP","END","ADIED","N","","","T1202"
2012-07-17,41107,"2","TF310","F","PUP","DEP","END","ADIED","N","","","T1202"
2015-10-03,42280,"7A","GM167","M","PUP","DEP","START","BORN","Y","","","G1504"
2015-12-15,42353,"25","SM018","M","AD","","RESTART","IMM","Y","","NGRP",""
2015-04-15,42109,"23","VM164","M","INF","","RESTART","IMM","Y","","","V1403"
2015-05-27,42151,"1B","B1502","","","","","1STMO","Y","","UNK","B1502"
2015-03-09,42072,"19","XF005","F","AD","","STOP","EM","N","27/02/2015","EVICTION",""
2015-07-20,42205,"1B","BF674","F","SUB","PRIMIP","","BIRTH","Y","","","B1503"
2011-03-03,40605,"1H","HF118","F","AD","","END","ADIED","Y","","APRED","H0602"
2011-03-30,40632,"1H","HF164","F","AD","MULTI","","FPREG","Y","","","H1101"
2011-03-30,40632,"1H","HF178","F","AD","MULTI","","FPREG","Y","","","H1101"
2017-04-03,42828,"1H","HF305","F","AD","","STOP","EM","Y","","","H1501"
2017-03-20,42814,"7A","GM065","M","AD","","END","ADIED","N","15/03/2017","APRED","G0903"
2017-03-20,42814,"7A","GF173","F","INF","","END","ADIED","N","15/03/2017","","G1604"
2017-03-16,42810,"7A","GF096","F","AD","","","FPREG","Y","","","G1702"
2009-03-23,39895,"4B","FF145","F","","PRIMIP","","FPREG","","","","F0902"
2009-03-23,39895,"14A","YM046","M","PUP","DEP","END","ADIED","N","19/03/2009","","Y0802"
2014-02-18,41688,"7A","GM130","M","INF","","END","ADIED","N","17/02/2014","APRED","G1304"
2014-02-28,41698,"7A","GF092","F","AD","MULTI","","ABORT","Y","","","G1402"
2013-03-28,41361,"1H","1H","","","","","IGI","Y","","1B",""
2009-05-06,39939,"1H","HF118","F","AD","MULTI","","BIRTH","N","01/05/2009","","H0902"
2009-05-05,39938,"7A","GM060","M","PUP","DEP","START","BORN","N","28/04/2009","","G0902"
2009-05-05,39938,"7A","GM061","M","PUP","DEP","START","BORN","N","28/04/2009","","G0902"
2009-05-05,39938,"7A","GF062","F","PUP","DEP","START","BORN","N","28/04/2009","","G0902"
2009-05-28,39961,"7A","G0902","","","","","EMERGE","Y","","","G0902"
2018-07-10,43291,"7A","GF193","F","PUP","DEP","START","BORN","Y","","","G1803"
2011-11-10,40857,"2","T1105","","","","","BORN","N","02/11/2011","","T1105"
2011-12-10,40887,"2","T1105","","","","","LOST","N","","","T1105"
2011-11-15,40862,"2","","","","","","SOES","N","11/11/2011","","EST1104"
2011-11-25,40872,"2","","","","","","EOES","N","21/11/2011","","EST1104"
2011-12-06,40883,"1B","","","","","","SOES","Y","","","ESB1105"
2011-12-13,40890,"1B","","","","","","EOES","Y","","","ESB1105"
2011-12-15,40892,"1B","BF454","F","AD","","END","DIED","N","13/12/2011","KILLED","B0903"
2015-01-23,42027,"2","TF297","F","AD","MULTI","","FPREG","Y","","","T1501"
1996-05-20,35205,"5","97","F","","","END","LSEEN","Y","","",""
2014-11-11,41954,"4B","FF206","F","AD","MULTI","","FPREG","Y","","","F1405"
2016-05-16,42506,"1H","HP325","P","PUP","DEP","START","BORN","N","14/05/2016","","H1602"
2014-05-30,41789,"7A","G1404","","","","","EMERGE","Y","","","G1404"
2014-06-19,41809,"19","XP019","P","PUP","DEP","END","ADIED","N","09/06/2014","APRED","X1401"
2014-12-09,41982,"1B","BF473","F","AD","","END","ADIED","N","05/12/2014","SICK","B1001"
2005-08-16,38580,"11","DM039","M","","","","STEV","Y","","EVICTED",""
2014-07-28,41848,"1H","HF286","F","PUP","DEP","END","ADIED","N","26/07/2014","APRED","H1402"
2016-04-01,42461,"1B","BF674","F","AD","MULTI","","FPREG","Y","","","B1602"
2016-11-10,42684,"24","VF152","F","AD","MULTI","","BIRTH","Y","","","241604"
2011-05-11,40674,"4B","FP192","P","PUP","DEP","END","ADIED","N","04/05/2011","UNK","F1102"
2011-04-13,40646,"1H","HF182","F","AD","NONB","","STEV","Y","","HF164, HF125,HF178",""
2018-07-05,43286,"27","27P053","P","PUP","DEP","START","BORN","N","01/07/2018","","271802"
2018-07-05,43286,"27","27M041","M","PUP","DEP","START","BORN","N","01/07/2018","","271802"
2000-03-27,36612,"2","H8","F","AD","","RESTART","IMM","Y","","RETURNING",""
2008-05-12,39580,"2","TP227","P","PUP","","START","BORN","Y","","","T0802"
2016-03-09,42438,"7AA","GF143","F","SUB","","RESTART","IMM","Y","","EVICTION","G1502"
2016-03-09,42438,"7AA","GF143","F","SUB","","END","LSEEN","Y","","EVICTION","G1502"
