"date","daten","pack","indiv","sex","agecategory","status","stend","code","exact","lseen","cause","litter"
1998-07-07,35983,"1B","9E","F","","","","BIRTH","N","02/07/1998","","B04"
1998-07-08,35984,"1B","L7","F","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","L8","M","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","L9","M","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","M0","M","","","START","BORN","Y","","","B04"
1998-07-08,35984,"1B","M1","M","","","START","BORN","Y","","","B04"
1998-12-27,36156,"2","Q7","F","","","END","ADIED","Y","","","T07"
2003-05-22,37763,"11","DM027","M","PUP","DEP","","1STFO","Y","","","D0301"
2003-05-22,37763,"11","DP028","P","PUP","DEP","","1STFO","Y","","","D0301"
1999-07-18,36359,"1B","9B","F","","MULTI","","ABORT","N","","","B09"
1998-01-30,35825,"4","4-02B","","","","","LOST","Y","","","4-02"
1998-01-31,35826,"1B","B8","M","","","END","ADIED","N","29/01/1998","","B00"
1999-03-04,36223,"4B","V3","F","","","END","ADIED","N","02/03/1999","","F02"
1999-03-04,36223,"11","54","M","AD","","END","ADIED","N","02/03/1999","",""
1999-03-06,36225,"11","O0","F","","","END","ADIED","N","04/03/1999","",""
1999-03-08,36227,"2","R0","M","","","END","ADIED","Y","","","T07"
1999-03-08,36227,"4B","V4","F","","","END","ADIED","Y","","","F02"
1999-03-11,36230,"1B","B07","","","","","BORN","Y","","","B07"
1999-03-11,36230,"1B","8Y","F","","","","BIRTH","Y","","","B07"
1999-03-11,36230,"1B","B07","","","","","LOST","Y","","","B07"
1999-03-15,36234,"4B","V6","M","","","END","ADIED","Y","","","F02"
1999-03-18,36237,"7","P2","M","","","END","ADIED","N","27/02/1999","","7-06"
1999-03-18,36237,"4B","1S","M","","","END","ADIED","Y","","",""
1999-03-19,36238,"4B","V5","M","","","END","ADIED","Y","","","F02"
1999-03-25,36244,"1B","9D","M","","","END","ADIED","Y","","",""
1999-03-31,36250,"2","30","F","AD","","END","ADIED","Y","","",""
1999-04-01,36251,"2","67","M","","","END","ADIED","Y","","",""
1999-04-01,36251,"4B","i4","F","","","","ABORT","N","","","F03"
1999-04-02,36252,"7","2O","M","","","END","ADIED","N","29/03/1999","",""
2004-06-25,38163,"1C","6S","M","AD","","STOP","EM","N","","",""
2006-05-17,38854,"1H","HM119","M","PUP","","START","BORN","Y","","","H0602"
2003-11-30,37955,"7A","GF001","F","SUB","","START","FSEEN","Y","","",""
2000-09-08,36777,"2","8K","F","AD","","","BIRTH","N","05/09/2000","","T0007"
2002-12-05,37595,"1L","BM008","M","AD","","END","LSEEN","N","","",""
2002-12-05,37595,"1L","BM012","M","AD","","END","LSEEN","Y","","",""
2002-10-05,37534,"1L","BM015","M","AD","","END","LSEEN","N","","",""
2002-10-05,37534,"1L","Z4","M","AD","","END","LSEEN","N","","",""
2002-10-05,37534,"1L","Z7","M","AD","","END","LSEEN","N","","",""
2002-12-05,37595,"1B","BM012","M","AD","","","APPROACH","Y","","1L",""
2002-10-07,37536,"4B","FF070","F","","","START","BORN","N","","","F0203"
2002-10-07,37536,"4B","FF071","F","","","START","BORN","N","","","F0203"
2002-10-07,37536,"4B","FM048","M","","","START","BORN","Y","","","F0203"
2015-12-15,42353,"17","SM039","M","AD","","STOP","EM","Y","","NGRP","S1205"
1995-01-01,34700,"10","","","","","","NGRP","N","","",""
2016-02-26,42426,"1B","BP744","P","PUP","DEP","START","BORN","Y","","","B1601"
2016-03-02,42431,"2","TM286","M","AD","","END","ADIED","N","","APRED","T1003"
1997-06-13,35594,"7","3E","F","","","","BIRTH","N","","","7-9702"
2001-09-29,37163,"1C","DC","F","AD","","","STEV","Y","","",""
2001-09-29,37163,"1C","DD","F","AD","","","STEV","Y","","",""
1999-12-30,36524,"1H","M2","F","","","","BIRTH","Y","","","H03"
1999-12-30,36524,"1H","M3","F","","","","BIRTH","Y","","","H03"
1999-12-30,36524,"1H","M4","F","","","","BIRTH","Y","","","H03"
1999-12-30,36524,"4B","i4","F","","","","BIRTH","N","27/12/1999","","F06"
1999-12-30,36524,"4B","i6","F","","","","BIRTH","N","27/12/1999","","F06"
1999-12-30,36524,"4B","i7","F","","","","BIRTH","N","27/12/1999","","F06"
1999-12-30,36524,"4B","i8","F","","","","BIRTH","N","27/12/1999","","F06"
2000-01-04,36529,"1B","B11C","","","","","BORN","Y","","","B11"
2000-01-04,36529,"1B","BR","P","","","START","BORN","Y","","","B11"
2000-01-04,36529,"1B","8X","F","","","","BIRTH","Y","","","B11"
2000-01-07,36532,"1B","BR","P","","","END","ADIED","Y","","","B11"
2000-01-07,36532,"1B","B11C","","","","","LOST","Y","","","B11"
2000-01-10,36535,"4B","F06","","","","","LOST","N","","","F06"
2000-01-13,36538,"4B","BE","F","","","END","ADIED","N","11/01/2000","","F05"
2000-01-16,36541,"7","U8","M","","","END","LSEEN","N","","",""
2000-02-16,36572,"2","T0001","","","","","BORN","N","02/01/2000","","T0001"
2004-02-07,38024,"1B","B0401","","","","","1STFO","Y","","","B0401"
2004-02-07,38024,"12","VF009","F","PUP","","END","ADIED","N","03/02/2004","","V0304"
2006-04-27,38834,"15","HF016","F","AD","","","BIRTH","N","25/04/2006","","V0601"
2006-04-28,38835,"4B","FF108","F","AD","PRIMIP","","ABORT","Y","","","F0602"
2006-04-29,38836,"2","NF008","F","AD","","","APPROACH","Y","","",""
2006-04-29,38836,"11","D0602","","","","","BORN","Y","","","D0602"
2006-04-29,38836,"11","Q2","F","AD","MULTI","","BIRTH","Y","","","D0602"
2006-04-29,38836,"11","DF006","F","AD","MULTI","","BIRTH","Y","","","D0602"
2006-04-29,38836,"11","DF022","F","AD","MULTI","","BIRTH","Y","","","D0602"
2006-08-11,38940,"7A","GF036","F","PUP","","END","ADIED","N","25/07/2006","","G0602"
2008-05-20,39588,"4B","FF066","F","AD","MULTI","","BIRTH","Y","","","F0802"
2008-05-20,39588,"14A","YM042","M","PUP","DEP","START","BORN","N","19/05/2008","","Y0802"
2010-10-25,40476,"2","TM248","M","AD","","END","LSEEN","N","08/07/2011","UNK","T0804"
2005-02-05,38388,"1H","HP089","P","","","START","BORN","N","27/01/2005","","H0501"
2004-11-24,38315,"1N","UM AD","","AD","","","APPROACH","Y","","",""
2004-11-25,38316,"2","TM141","M","PUP","","","EMERGE","Y","","","T0404"
2004-11-25,38316,"2","TF142","F","PUP","","","EMERGE","Y","","","T0404"
2004-11-25,38316,"2","TP151","P","PUP","","","EMERGE","Y","","","T0404"
2008-10-20,39741,"1H","HM165","M","INF","","END","ADIED","N","18/10/2008","","H0802"
2011-04-15,40648,"1B","BF503","F","INF","","END","ADIED","Y","","APRED","B1006"
2005-08-19,38583,"7A","","","","","","IGI","Y","","1H",""
2005-08-19,38583,"1B","","","","","","IGI","Y","","2",""
2005-08-26,38590,"1N","TM109","M","AD","","","APPROACH","Y","","1N OES",""
2005-08-26,38590,"1N","TM109","M","AD","","","DEPART","Y","","1N OES",""
2005-08-26,38590,"2","TM109","M","AD","","","RETURN","N","","1N OES",""
2015-07-22,42207,"1B","BF647","F","AD","PRIMIP","","BIRTH","Y","","","B1503"
2015-04-20,42114,"1H","HM304","M","PUP","DEP","START","BORN","N","18/04/2015","","H1501"
2015-05-19,42143,"7A","GF143","F","PUP","DEP","START","BORN","Y","","","G1502"
2014-10-14,41926,"21","VF143","F","AD","MULTI","","BIRTH","Y","","","V1402"
2008-05-06,39574,"1H","HF125","F","AD","MULTI","","BIRTH","Y","","","H0802"
2008-05-06,39574,"1H","HP154","P","PUP","DEP","START","BORN","Y","","","H0802"
2008-05-06,39574,"1H","HP155","P","PUP","DEP","START","BORN","Y","","","H0802"
2002-12-09,37599,"11","D0204","","","","","BORN","Y","","","D0204"
2005-07-20,38553,"1B","BF269","F","PUP","","END","DIED","Y","","KILLED","B0503"
2005-07-20,38553,"1B","BM270","M","PUP","","END","DIED","Y","","KILLED","B0503"
2000-05-04,36650,"1B","BM005","M","PUP","","START","BORN","Y","","","B0003"
2001-09-29,37163,"1C","Y9","F","AD","","","STEV","Y","","",""
1999-07-18,36359,"1B","8C","M","","","","STEV","Y","","EVICTED",""
2015-10-19,42296,"1B","B1504","","","","","EMERGE","Y","","","B1504"
2015-11-27,42335,"24","24F011","F","PUP","DEP","START","BORN","N","24/11/2015","","241503"
2016-03-04,42433,"7A","GF135","F","AD","","","STEV","Y","","GF093, GF092",""
2015-03-13,42076,"7A","G1501","","","","","BORN","Y","","","G1501"
2015-10-17,42294,"1H","","","","","","SOES","Y","","","ESH1505"
2016-01-11,42380,"2","TM449","M","INF","","END","ADIED","N","08/01/2016","APRED","T1504"
2014-06-10,41800,"1B","BF644","F","PUP","DEP","START","BORN","N","07/06/2014","","B1403"
2014-11-21,41964,"2","TM335","M","AD","","END","ADIED","N","15/11/2014","SICK","T1301"
2015-12-15,42353,"17","","","","","","ENDGRP","Y","","",""
2015-12-15,42353,"17","SM018","M","AD","","STOP","EM","Y","","NGRP",""
2014-12-16,41989,"2","TF298","F","AD","MULTI","","BIRTH","Y","","","T1406"
2015-11-25,42333,"17","SP054","P","PUP","DEP","END","ADIED","N","","APRED","S1504"
2014-09-29,41911,"1B","BF589","F","AD","MULTI","","BIRTH","N","27/09/2014","","B1405"
2014-09-06,41888,"2","TM375","M","PUP","DEP","END","ADIED","N","05/09/2014","APRED","T1404"
1996-11-02,35371,"7","7-9602","","","","","BORN","N","31/10/1996","","7-9602"
2009-02-28,39872,"11","","","","","","SOES","N","25/02/2009","","ESD0901"
2009-03-01,39873,"1B","1B","","","","","IGI","Y","","7A",""
2009-03-01,39873,"7A","7A","","","","","IGI","Y","","1B",""
2009-03-01,39873,"1B","BF338","F","AD","PREG","","STEV","Y","","BF215, BM054",""
2009-03-01,39873,"1B","BF348","F","AD","PREG","","STEV","Y","","BF215, BM054",""
2009-03-01,39873,"1B","BF363","F","AD","PREG","","STEV","Y","","BF215, BM054",""
2009-03-01,39873,"1B","BM111","M","AD","","","STEV","Y","","BM210",""
2009-03-01,39873,"1B","BM285","M","AD","","","STEV","Y","","BM210",""
2009-08-29,40054,"17","FF091","F","AD","MULTI","","FPREG","Y","","","S0902"
2014-03-24,41722,"21","VF141","F","AD","MULTI","","FPREG","Y","","","V1401"
2007-01-26,39108,"11","DM039","M","AD","REVICTEE","","ENDEV","Y","","",""
2007-01-26,39108,"11","1M","M","AD","EVICTEE","","STEV","Y","","",""
2007-01-26,39108,"11","X6","M","AD","EVICTEE","","STEV","Y","","",""
2007-01-26,39108,"11","DF086","F","SUB","NONB","","STEV","Y","","DM078",""
2007-01-29,39111,"11A","DF026","F","AD","","RESTART","IMM","Y","","",""
2007-01-29,39111,"11A","DF024","F","AD","","RESTART","IMM","Y","","",""
2007-01-29,39111,"11","DM053","M","AD","","STOP","EM","Y","","EVICTED",""
2003-05-17,37758,"11","DM027","M","PUP","DEP","","EMERGE","Y","","","D0301"
2008-02-21,39499,"1B","BF381","F","PUP","DEP","END","ADIED","N","19/02/2008","","B0801"
2008-02-21,39499,"15","VF076","F","PUP","DEP","END","DIED","Y","","SICK","V0704"
2008-02-25,39503,"1B","BF377","F","PUP","DEP","END","ADIED","Y","","","B0801"
2007-10-23,39378,"1B","B0706","","","","","LOST","N","","","B0706"
2007-10-24,39379,"1B","BF344","F","INF","","END","ADIED","Y","","","B0704"
2007-10-25,39380,"18","U0701","","","","","LOST","N","","","U0701"
2007-10-25,39380,"15","VM070","M","INF","","END","ADIED","N","23/10/2007","","V0702"
2007-10-25,39380,"18","UF004","F","AD","UNK","","BIRTH","N","17/10/2007","","U0701"
2005-05-10,38482,"4B","FF059","F","AD","MULTI","","BIRTH","N","08/05/2005","","F0501"
2005-05-10,38482,"4B","FF066","F","AD","MULTI","","BIRTH","N","08/05/2005","","F0501"
2005-05-10,38482,"4B","FF067","F","AD","MULTI","","BIRTH","N","08/05/2005","","F0501"
2007-01-29,39111,"11A","DF033","F","AD","FOUNDER","RESTART","IMM","Y","","11",""
2006-01-10,38727,"1H","HP107","P","","","END","ADIED","Y","","UNK","H0505"
1999-01-27,36187,"1B","R5","M","","","END","ADIED","N","25/01/1999","","B06"
1999-01-30,36190,"1C","C06A","","","","","BORN","N","20/01/1999","","C06"
1999-01-30,36190,"1C","69","F","AD","","","BIRTH","N","20/01/1999","","C06"
1999-01-30,36190,"1C","C06A","","","","","LOST","N","20/01/1999","","C06"
2001-04-12,36993,"1K","AQ","F","AD","","","FPREG","Y","","","K0102"
2001-04-12,36993,"1K","AU","F","AD","","","FPREG","Y","","","K0102"
2001-04-12,36993,"1K","AV","F","AD","","","FPREG","Y","","","K0102"
2001-04-12,36993,"1K","Z8","F","AD","","","FPREG","Y","","","K0102"
2002-02-14,37301,"1B","8X","F","AD","","","ABORT","Y","","","B0201"
2004-03-12,38058,"9A","PF006","F","SUB","NB","START","FSEEN","Y","","",""
2004-03-12,38058,"9A","PM002","M","AD","","START","FSEEN","Y","","",""
2004-03-12,38058,"9A","PM004","M","AD","","START","FSEEN","Y","","",""
2004-03-12,38058,"9A","PM005","M","AD","","START","FSEEN","Y","","",""
2004-03-13,38059,"1B","BP191","P","PUP","","END","ADIED","N","11/03/2004","","B0401"
2004-03-14,38060,"11","DF006","F","AD","MULTI","","ABORT","N","12/03/2004","",""
2004-03-14,38060,"11","DF022","F","AD","MULTI","","ABORT","N","12/03/2004","",""
2004-03-14,38060,"1B","BM029","M","AD","","","STEV","Y","","",""
2004-03-14,38060,"1B","BM054","M","AD","","","STEV","Y","","",""
2004-03-14,38060,"1B","BM064","M","AD","","","STEV","Y","","",""
2004-03-14,38060,"1B","BM069","M","AD","","","STEV","Y","","",""
2000-12-22,36882,"1K","","","","","","NGRP","N","","",""
1998-09-21,36059,"2","59","F","","","","ABORT","N","","","T06"
2004-06-16,38154,"7A","G0402","","PUP","","","EMERGE","N","11/06/2004","","G0402"
1999-05-10,36290,"11","X3","F","","","START","BORN","Y","","","D02"
1999-05-10,36290,"11","X4","M","","","START","BORN","Y","","","D02"
1999-05-10,36290,"11","X5","F","","","START","BORN","Y","","","D02"
1999-05-10,36290,"11","X6","M","","","START","BORN","Y","","","D02"
1999-05-10,36290,"11","X7","F","","","START","BORN","Y","","","D02"
1999-06-13,36324,"7","O9","F","","","END","ADIED","Y","","","7-06"
2004-02-09,38026,"1H","HM070","M","PUP","","","1STFO","N","07/02/2004","","H0401"
2004-02-09,38026,"1H","HF071","F","PUP","","","1STFO","N","07/02/2004","","H0401"
2004-02-09,38026,"1H","HF072","F","PUP","","","1STFO","N","07/02/2004","","H0401"
2006-01-10,38727,"1H","HP108","P","","","END","ADIED","Y","","UNK","H0505"
2014-02-10,41680,"15A","VF033","F","INF","UNK","STOP","EM","N","","","V1301"
2001-04-24,37005,"1C","CP032","P","PUP","","START","BORN","N","21/04/2001","","C0101"
2001-04-24,37005,"1C","CP033","P","PUP","","START","BORN","N","21/04/2001","","C0101"
2001-05-01,37012,"1B","BM046","M","PUP","","END","ADIED","Y","","MST","B0102"
2001-05-01,37012,"1B","BF047","F","PUP","","END","ADIED","Y","","MST","B0102"
2001-05-01,37012,"1C","CP019a","P","INF","","END","ADIED","N","18/04/2001","","C0005"
2001-05-04,37015,"11","","","","","","EOES","Y","","","ESD0103"
2001-05-05,37016,"1C","C0101","","PUP","","","EMERGE","Y","","","C0101"
2005-07-19,38552,"4B","FF058","F","AD","MULTI","","ABORT","Y","","","F0502"
2000-09-06,36775,"2","TM008","M","PUP","","START","BORN","Y","","","T0007"
1999-07-25,36366,"1B","AD","M","","","START","BORN","Y","","","B09"
2000-04-16,36632,"2","TP005","P","","","START","BORN","Y","","","T0003"
2000-04-16,36632,"2","TP006","P","","","START","BORN","Y","","","T0003"
2015-03-02,42065,"17","","","","","","EOES","N","28/02/2015","","ESS1501"
2015-04-08,42102,"1H","HF182","F","AD","MULTI","","ABORT","N","30/03/2015","UNK","H1501"
2014-06-20,41810,"4E","MM007","M","PUP","IND","START","FSEEN","N","","",""
2014-05-19,41778,"2","TP370","P","PUP","DEP","START","BORN","N","18/05/2014","","T1403"
2014-07-25,41845,"2","TF297","F","AD","MULTI","","BIRTH","N","23/07/2014","","T1404"
2015-05-28,42152,"7A","","","","","","SOES","Y","","","ESG1502"
2016-05-06,42496,"1B","BF561","F","AD","MULTI","","BIRTH","Y","","","B1602"
2015-07-24,42209,"19","XF014","F","AD","","END","ADIED","N","","APRED",""
2015-12-16,42354,"7A","G1505","","","","","BORN","Y","","","G1505"
2016-05-16,42506,"1H","HP330","P","PUP","DEP","START","BORN","N","14/05/2016","","H1602"
2015-08-07,42223,"1H","","","","","","EOES","Y","","","ESH1504"
1998-10-13,36081,"5B","UM PUP","P","","","START","BORN","N","03/09/1998","","5B-01"
2001-09-11,37145,"2","T0104","","PUP","","","LOST","Y","","","T0104"
2001-09-13,37147,"2","UNK","","INF","","END","ADIED","N","11/09/2001","UNK",""
2001-09-17,37151,"1B","BM063","M","PUP","","END","ADIED","N","15/09/2001","UNK","B0104"
1996-08-23,35300,"10","A6","F","","","START","BORN","E","","",""
1996-09-18,35326,"2","6P","M","","","START","BORN","Y","","",""
1996-10-05,35343,"4","4-9601","","","","","BORN","Y","","","4-9601"
1996-10-05,35343,"4","UM PUP","P","","","START","BORN","Y","","","4-9601"
1996-10-05,35343,"4","UM PUP","P","","","START","BORN","Y","","","4-9601"
1996-10-05,35343,"4","5Y","F","","","START","BORN","Y","","","4-9601"
1996-10-05,35343,"4","5Z","M","","","START","BORN","Y","","","4-9601"
1996-10-05,35343,"4","8T","M","","","START","BORN","Y","","","4-9601"
1996-10-09,35347,"1B","B9604","","","","","BORN","Y","","","B9604"
1996-10-09,35347,"1B","UM PUP","P","","","START","BORN","Y","","","B9604"
1996-10-09,35347,"1B","UM PUP","P","","","START","BORN","Y","","","B9604"
1996-10-09,35347,"1B","UM PUP","P","","","START","BORN","Y","","","B9604"
2015-08-19,42235,"1B","B1503","","","","","1STFO","Y","","","B1503"
2014-09-17,41899,"1H","HF260","F","AD","MULTI","","FPREG","Y","","","H1404"
2016-02-26,42426,"1B","BF660","F","AD","MULTI","","BIRTH","Y","","","B1601"
2016-05-30,42520,"19","XF015","F","","MULTI","","BIRTH","Y","","","X1602"
1999-12-07,36501,"11","UM PUP1","P","","","START","BORN","N","30/11/1999","","D05"
1999-12-07,36501,"11","UM PUP2","P","","","START","BORN","N","30/11/1999","","D05"
1999-12-07,36501,"11","UM PUP3","P","","","START","BORN","N","30/11/1999","","D05"
1999-12-07,36501,"1B","8Y","F","","","END","ADIED","Y","","",""
1999-12-07,36501,"1B","AP","M","","","END","ADIED","Y","","","B10"
1999-12-07,36501,"1B","AY","M","","","END","ADIED","Y","","","B10"
1999-12-07,36501,"11","Q5","F","","","","BIRTH","Y","","","D05"
1999-12-08,36502,"1B","9B","F","","","","BIRTH","N","06/12/1999","","B11"
1999-12-08,36502,"1B","9E","F","","","","BIRTH","N","06/12/1999","","B11"
2008-12-19,39801,"2","TM100","M","AD","","END","LSEEN","N","","",""
2014-08-27,41878,"7A","GF093","F","AD","MULTI","","FPREG","Y","","","G1406"
1999-12-13,36507,"1B","B11A","","","","","BORN","N","06/12/1999","","B11"
1998-11-09,36108,"1C","O6","F","","","END","ADIED","Y","","","C04"
1998-11-09,36108,"7","O8","M","","","END","ADIED","Y","","","7-06"
1998-11-09,36108,"2","19","M","AD","","END","ADIED","Y","","",""
1998-11-12,36111,"10","U7","F","","","START","BORN","E","","",""
1998-11-12,36111,"2","N3","M","","","END","ADIED","N","10/11/1998","","T05"
1998-11-13,36112,"5B","5B-01","","","","","LOST","N","","","5B-01"
2000-05-10,36656,"2","T0003","","","","","1STFO","Y","","","T0003"
2005-10-28,38653,"1B","BM054","M","AD","","","RETURN","Y","","",""
2005-10-28,38653,"1B","","","AD","","","IGI","Y","","2",""
2005-10-28,38653,"2","","","AD","","","IGI","Y","","1B",""
2005-10-28,38653,"1B","BP271","P","PUP","","END","DIED","Y","","KILLED","B0504"
2005-10-28,38653,"1B","BF274","F","PUP","","END","DIED","Y","","KILLED","B0504"
2005-10-28,38653,"1H","","","","","","EOES","N","26/10/2005","","ESH0505"
2016-05-19,42509,"1B","","","","","","EOES","Y","","","ESB1602"
2006-05-15,38852,"1N","NP021","P","PUP","","","1STMO","Y","","RAIN","N0603"
2006-05-15,38852,"1N","NP022","P","PUP","","","1STMO","Y","","RAIN","N0603"
2006-05-15,38852,"1N","NP023","P","PUP","","","1STMO","Y","","RAIN","N0603"
2006-05-15,38852,"1N","NP024","P","PUP","","","1STMO","Y","","RAIN","N0603"
2006-05-15,38852,"1N","NM025","M","PUP","","","1STMO","Y","","RAIN","N0603"
2006-05-15,38852,"1N","NF026","F","PUP","","","1STMO","Y","","RAIN","N0603"
2006-05-15,38852,"1N","NM027","M","PUP","","","1STMO","Y","","RAIN","N0603"
2001-04-26,37007,"4B","i7","F","","","","BIRTH","Y","","","F0102"
2001-04-26,37007,"4B","FM025","M","PUP","","START","BORN","Y","","","F0102"
2001-04-26,37007,"4B","FF026","F","PUP","","START","BORN","Y","","","F0102"
2000-02-01,36557,"10","K8","M","","","END","LSEEN","N","","",""
1997-12-04,35768,"1C","C02","","","","","BORN","N","01/12/1997","","C02"
1997-12-04,35768,"2","22","F","","","","BIRTH","N","01/12/1997","","T02"
2000-09-11,36780,"11","Q5","F","AD","","","FPREG","Y","","","D0003"
2000-09-12,36781,"1B","","","","","","IGI","Y","","2",""
2000-09-12,36781,"2","2","","","","","IGI","Y","","1B",""
2000-09-12,36781,"2","","","","","","SOES","Y","","","EST0004"
2000-09-12,36781,"2","D0","M","AD","","","LEAVE","Y","","",""
2000-09-12,36781,"1I","D0","M","AD","","","APPROACH","Y","","",""
2000-09-13,36782,"2","D0","M","AD","","","RETURN","Y","","",""
2000-09-13,36782,"1I","D0","M","AD","","","DEPART","Y","","",""
2000-09-13,36782,"2","","","AD","","","EOES","Y","","","EST0004"
2000-09-15,36784,"1B","8X","F","AD","","","FPREG","Y","","","B0005"
2002-02-12,37299,"1L","BM012","M","AD","FOUNDER","RESTART","IMM","Y","","1B",""
1993-03-08,34036,"2","28","M","","","START","BORN","E","","",""
1993-04-18,34077,"2","30","F","","","START","BORN","E","","",""
2004-07-29,38197,"1H","H0403","","PUP","","","1STFO","Y","","","H0403"
2004-07-29,38197,"4B","FF077","F","PUP","","END","ADIED","Y","","","F0402"
2004-07-30,38198,"1B","BM111","M","","","","RETURN","Y","","1N",""
2001-03-19,36969,"4B","i6","F","AD","","","STEV","N","15/03/2001","UNK",""
2014-09-03,41885,"1B","BF622","F","AD","PRIMIP","","FPREG","Y","","","B1405"
2015-08-27,42243,"2","TF441","F","PUP","DEP","END","ADIED","N","","APRED","T1502"
2016-01-02,42371,"2","T1505","","","","","EMERGE","Y","","","T1505"
2015-05-12,42136,"2","TM436","M","PUP","DEP","START","BORN","Y","","","T1502"
2014-12-09,41982,"2","TM397","M","PUP","DEP","END","ADIED","N","04/12/2014","APRED","T1405"
2007-08-28,39322,"11","11","","","","","IGI","Y","","1B",""
2007-08-29,39323,"14A","YF012","F","AD","MULTI","","ABORT","N","22/08/2007","","Y0704"
2001-06-25,37067,"1H","M3","F","AD","","","BIRTH","Y","","","H0103"
2001-06-25,37067,"1H","HF003","F","AD","","","BIRTH","Y","","","H0103"
2001-06-25,37067,"1H","HF029","F","PUP","","START","BORN","Y","","","H0103"
2001-06-25,37067,"1H","HM030","M","PUP","","START","BORN","Y","","","H0103"
2001-06-25,37067,"1H","HF031","F","PUP","","START","BORN","Y","","","H0103"
2014-07-25,41845,"2","TF376","F","PUP","DEP","START","BORN","N","23/07/2014","","T1404"
2014-12-16,41989,"2","TP409","P","PUP","DEP","START","BORN","Y","","","T1406"
2000-02-16,36572,"2","TP002","P","","","START","BORN","N","01/02/2000","","T0001"
2002-05-12,37388,"1B","BM103","M","","","START","BORN","N","10/05/2002","","B0202"
2002-05-12,37388,"1B","BM104","M","","","START","BORN","N","10/05/2002","","B0202"
2001-10-29,37193,"1B","","","","","","EOES","Y","","","ESB0105"
2002-02-28,37315,"2","TM008","M","","","END","LSEEN","N","","",""
2002-02-28,37315,"2","TM014","M","","","END","LSEEN","N","","",""
2000-03-08,36593,"2","9J","F","AD","","","FPREG","Y","","","T0003"
2006-02-14,38762,"1B","BM286","M","PUP","","","1STFO","Y","","","B0601"
2006-02-14,38762,"1B","BM287","M","PUP","","","1STFO","Y","","","B0601"
2000-11-29,36859,"1B","B0005","","PUP","","","1STFO","N","","","B0005"
2000-12-01,36861,"1C","i0","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"1C","Y7","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"1C","DD","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"1C","Y9","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"1C","O4","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"11","DP009","P","PUP","","START","BORN","Y","","","D0004"
2000-12-01,36861,"1C","DB","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"1C","O7","F","AD","","","FPREG","Y","","","C0005"
2000-12-01,36861,"11","DM004","M","PUP","","START","BORN","Y","","","D0004"
2000-12-01,36861,"11","DM005","M","PUP","","START","BORN","Y","","","D0004"
2000-12-01,36861,"11","DF006","F","PUP","","START","BORN","Y","","","D0004"
2005-09-09,38604,"1B","BM263","M","AD","","END","DIED","Y","","UNK",""
2005-08-15,38579,"11","","","","","","SOES","Y","","","ESD0503"
2001-03-19,36969,"4B","P4","F","AD","","","STEV","N","15/03/2001","UNK",""
2001-03-19,36969,"4B","FF004","F","SUB","","","STEV","N","15/03/2001","UNK",""
2007-03-14,39155,"16","WF003","F","","","START","FSEEN","N","02/03/2007","",""
2007-03-15,39156,"1H","HM042","M","AD","","STOP","EM","Y","","",""
2007-03-15,39156,"1H","HM060","M","AD","","STOP","EM","Y","","",""
2007-03-15,39156,"1H","HM069","M","AD","","STOP","EM","Y","","",""
2007-03-15,39156,"1H","HM078","M","AD","","STOP","EM","Y","","",""
2007-03-15,39156,"1H","HM092","M","AD","","STOP","EM","Y","","",""
2004-03-27,38073,"1K","K0402","","","","","BORN","Y","","","K0402"
2004-03-27,38073,"1B","B0402","","","","","BORN","Y","","","B0402"
2004-03-27,38073,"1B","BP197","P","","","START","BORN","Y","","","B0402"
2004-03-27,38073,"1B","BM198","M","","","START","BORN","Y","","","B0402"
2003-05-23,37764,"1B","BF161","F","PUP","DEP","","1STFO","Y","","","B0302"
2003-05-23,37764,"1B","BF162","F","PUP","DEP","","1STFO","Y","","","B0302"
2007-11-06,39392,"1B","BM366","M","PUP","DEP","START","BORN","Y","","","B0707"
2005-10-24,38649,"1K","KM018","M","AD","","","LEAVE","Y","","",""
2007-03-12,39153,"2","2","","","","","IGI","Y","","15",""
1998-05-13,35928,"1C","L5","M","","","START","BORN","Y","","","C03"
2001-07-25,37097,"1H","H0103","","","","","1STFO","Y","","","H0103"
2001-07-26,37098,"2","TM047","M","PUP","","END","ADIED","Y","","","T0103"
2014-10-14,41926,"21","V1402","","","","","BORN","Y","","","V1402"
2015-03-03,42066,"2","TP421","P","PUP","DEP","START","BORN","Y","","","T1501"
2015-03-03,42066,"2","TF299","F","AD","MULTI","","BIRTH","Y","","","T1501"
2000-02-01,36557,"9","9","","","","","ENDGRP","N","","",""
2004-09-11,38241,"1H","HF033","F","AD","AGR","","ABORT","Y","","",""
2014-07-16,41836,"1H","HP281","P","PUP","DEP","END","ADIED","N","15/07/2014","APRED","H1402"
2014-10-15,41927,"1H","HF125","F","AD","MULTI","","BIRTH","Y","","","H1404"
